id,sitio,fecha,refugios,tratamiento,individuo,edad,ubicacion,id2,hobotc,idhobo,hobota,hora,pipf,peso,peso_1,peso1,peso2,pesosuma,actividad,horarios,medicont,tiempo,exacta,variacion,perdida,restante,logperdida
240,Conservado,22/09/2019,Hojarasca ramas,D,27,Juvenil,Juvenil interior,Juvenil 2,122,122CHRJ2,562,08:30,,34.11,34.32,34.03,0.29,34.32,Alta,08:30 a. m. a 10:30 a. m.,F,D,F,-0.844988345,0.844988345,99.15501166,-0.073149281
241,Conservado,22/09/2019,Hojarasca ramas,D,27,Juvenil,Juvenil interior,Juvenil 2,122,122CHRJ2,562,10:30,,34.03,34.32,33.97,0.35,34.32,Alta,10:30 a. m. a 12:30 p. m.,G,E,G,-1.01981352,1.01981352,98.98018648,0.008520765
242,Conservado,22/09/2019,Hojarasca ramas,D,27,Juvenil,Juvenil interior,Juvenil 2,122,122CHRJ2,562,12:30,,33.97,34.32,33.94,0.38,34.32,Baja,12:30 p. m. a 03:30 p. m.,H,F,H,-1.107226107,1.107226107,98.89277389,0.044236317
244,Conservado,22/09/2019,Hojarasca ramas,D,28,Adulto,Adulto interior,Adulto 2,122,122CHRA2,562,15:30,PI,121.63,121.63,120.43,1.2,121.63,Baja,03:30 p. m. a 06:30 p. m.,A,G,A,-0.986598701,0.986598701,99.0134013,-0.005859461
245,Conservado,22/09/2019,Hojarasca ramas,D,28,Adulto,Adulto interior,Adulto 2,122,122CHRA2,562,18:30,,120.43,121.63,120.74,0.89,121.63,Alta,06:30 p. m. a 09:30 p. m.,B,H,B,-0.73172737,0.73172737,99.26827263,-0.1356507
246,Conservado,22/09/2019,Hojarasca ramas,D,28,Adulto,Adulto interior,Adulto 2,122,122CHRA2,562,21:30,,120.74,121.63,120.58,1.05,121.63,Alta,09:30 p. m. a 12:30 a. m.,C,A,C,-0.863273863,0.863273863,99.13672614,-0.063851408
247,Conservado,22/09/2019,Hojarasca ramas,D,28,Adulto,Adulto interior,Adulto 2,122,122CHRA2,562,00:30,,120.58,121.63,120.34,1.29,121.63,Baja,12:30 a. m. a 04:30 a. m.,D,B,D,-1.060593604,1.060593604,98.9394064,0.025549004
248,Conservado,22/09/2019,Hojarasca ramas,D,28,Adulto,Adulto interior,Adulto 2,122,122CHRA2,562,04:30,,120.34,121.63,120.37,1.26,121.63,Baja,04:30 a. m. a 08:30 a. m.,E,C,E,-1.035928636,1.035928636,98.96407136,0.015329838
249,Conservado,22/09/2019,Hojarasca ramas,D,28,Adulto,Adulto interior,Adulto 2,122,122CHRA2,562,08:30,,120.37,121.63,120.33,1.3,121.63,Alta,08:30 a. m. a 10:30 a. m.,F,D,F,-1.068815259,1.068815259,98.93118474,0.028902645
250,Conservado,22/09/2019,Hojarasca ramas,D,28,Adulto,Adulto interior,Adulto 2,122,122CHRA2,562,10:30,,120.33,121.63,120.31,1.32,121.63,Alta,10:30 a. m. a 12:30 p. m.,G,E,G,-1.085258571,1.085258571,98.91474143,0.035533224
251,Conservado,22/09/2019,Hojarasca ramas,D,28,Adulto,Adulto interior,Adulto 2,122,122CHRA2,562,12:30,,120.31,121.63,120.2,1.43,121.63,Baja,12:30 p. m. a 03:30 p. m.,H,F,H,-1.175696785,1.175696785,98.82430321,0.070295331
253,Conservado,22/09/2019,Hojarasca ramas,D,29,Juvenil,Juvenil interior,Juvenil 3,112,112CHRJ3,551,15:30,PI,41.73,41.73,41.55,0.18,41.73,Baja,03:30 p. m. a 06:30 p. m.,A,G,A,-0.431344357,0.431344357,99.56865564,-0.365175879
254,Conservado,22/09/2019,Hojarasca ramas,D,29,Juvenil,Juvenil interior,Juvenil 3,112,112CHRJ3,551,18:30,,41.55,41.73,41.48,0.25,41.73,Alta,06:30 p. m. a 09:30 p. m.,B,H,B,-0.599089384,0.599089384,99.40091062,-0.222508376
255,Conservado,22/09/2019,Hojarasca ramas,D,29,Juvenil,Juvenil interior,Juvenil 3,112,112CHRJ3,551,21:30,,41.48,41.73,41.4,0.33,41.73,Alta,09:30 p. m. a 12:30 a. m.,C,A,C,-0.790797987,0.790797987,99.20920201,-0.101934445
256,Conservado,22/09/2019,Hojarasca ramas,D,29,Juvenil,Juvenil interior,Juvenil 3,112,112CHRJ3,551,00:30,,41.4,41.73,41.28,0.45,41.73,Baja,12:30 a. m. a 04:30 a. m.,D,B,D,-1.078360891,1.078360891,98.92163911,0.032764129
257,Conservado,22/09/2019,Hojarasca ramas,D,29,Juvenil,Juvenil interior,Juvenil 3,112,112CHRJ3,551,04:30,,41.28,41.73,41.26,0.47,41.73,Baja,04:30 a. m. a 08:30 a. m.,E,C,E,-1.126288042,1.126288042,98.87371196,0.051649473
258,Conservado,22/09/2019,Hojarasca ramas,D,29,Juvenil,Juvenil interior,Juvenil 3,112,112CHRJ3,551,08:30,,41.26,41.73,41.22,0.51,41.73,Alta,08:30 a. m. a 10:30 a. m.,F,D,F,-1.222142344,1.222142344,98.77785766,0.087121792
259,Conservado,22/09/2019,Hojarasca ramas,D,29,Juvenil,Juvenil interior,Juvenil 3,112,112CHRJ3,551,10:30,,41.22,41.73,41.17,0.56,41.73,Alta,10:30 a. m. a 12:30 p. m.,G,E,G,-1.34196022,1.34196022,98.65803978,0.127739642
260,Conservado,22/09/2019,Hojarasca ramas,D,29,Juvenil,Juvenil interior,Juvenil 3,112,112CHRJ3,551,12:30,,41.17,41.73,41.14,0.59,41.73,Baja,12:30 p. m. a 03:30 p. m.,H,F,H,-1.413850947,1.413850947,98.58614905,0.150403627
262,Conservado,22/09/2019,Hojarasca ramas,D,30,Adulto,Adulto interior,Adulto 3,112,112CHRA3,551,15:30,PI,120.9,120.9,120.51,0.39,120.9,Baja,03:30 p. m. a 06:30 p. m.,A,G,A,-0.322580645,0.322580645,99.67741935,-0.491361694
263,Conservado,22/09/2019,Hojarasca ramas,D,30,Adulto,Adulto interior,Adulto 3,112,112CHRA3,551,18:30,,120.51,120.9,120.39,0.51,120.9,Alta,06:30 p. m. a 09:30 p. m.,B,H,B,-0.421836228,0.421836228,99.57816377,-0.374856125
264,Conservado,22/09/2019,Hojarasca ramas,D,30,Adulto,Adulto interior,Adulto 3,112,112CHRA3,551,21:30,,120.39,120.9,120.19,0.71,120.9,Alta,09:30 p. m. a 12:30 a. m.,C,A,C,-0.5872622,0.5872622,99.4127378,-0.231167952
265,Conservado,22/09/2019,Hojarasca ramas,D,30,Adulto,Adulto interior,Adulto 3,112,112CHRA3,551,00:30,,120.19,120.9,120.01,0.89,120.9,Baja,12:30 a. m. a 04:30 a. m.,D,B,D,-0.736145575,0.736145575,99.26385443,-0.133036294
266,Conservado,22/09/2019,Hojarasca ramas,D,30,Adulto,Adulto interior,Adulto 3,112,112CHRA3,551,04:30,,120.01,120.9,120.09,0.81,120.9,Baja,04:30 a. m. a 08:30 a. m.,E,C,E,-0.669975186,0.669975186,99.33002481,-0.173941282
267,Conservado,22/09/2019,Hojarasca ramas,D,30,Adulto,Adulto interior,Adulto 3,112,112CHRA3,551,08:30,,120.09,120.9,120.03,0.87,120.9,Alta,08:30 a. m. a 10:30 a. m.,F,D,F,-0.719602978,0.719602978,99.28039702,-0.142907048
268,Conservado,22/09/2019,Hojarasca ramas,D,30,Adulto,Adulto interior,Adulto 3,112,112CHRA3,551,10:30,,120.03,120.9,119.94,0.96,120.9,Alta,10:30 a. m. a 12:30 p. m.,G,E,G,-0.794044665,0.794044665,99.20595533,-0.100155068
269,Conservado,22/09/2019,Hojarasca ramas,D,30,Adulto,Adulto interior,Adulto 3,112,112CHRA3,551,12:30,,119.94,120.9,119.9,1,120.9,Baja,12:30 p. m. a 03:30 p. m.,H,F,H,-0.827129859,0.827129859,99.17287014,-0.082426301
271,Conservado,22/09/2019,Hojarasca ramas,D,31,Juvenil,Juvenil interior,Juvenil 4,116,116CHRJ4,552,15:30,PI,40.31,40.31,40.13,0.18,40.31,Baja,03:30 p. m. a 06:30 p. m.,A,G,A,-0.44653932,0.44653932,99.55346068,-0.350140293
272,Conservado,22/09/2019,Hojarasca ramas,D,31,Juvenil,Juvenil interior,Juvenil 4,116,116CHRJ4,552,18:30,,40.13,40.31,39.98,0.33,40.31,Alta,06:30 p. m. a 09:30 p. m.,B,H,B,-0.81865542,0.81865542,99.18134458,-0.086898859
273,Conservado,22/09/2019,Hojarasca ramas,D,31,Juvenil,Juvenil interior,Juvenil 4,116,116CHRJ4,552,21:30,,39.98,40.31,39.9,0.41,40.31,Alta,09:30 p. m. a 12:30 a. m.,C,A,C,-1.017117341,1.017117341,98.98288266,0.007371059
274,Conservado,22/09/2019,Hojarasca ramas,D,31,Juvenil,Juvenil interior,Juvenil 4,116,116CHRJ4,552,00:30,,39.9,40.31,39.95,0.36,40.31,Baja,12:30 a. m. a 04:30 a. m.,D,B,D,-0.893078641,0.893078641,99.10692136,-0.049110297
275,Conservado,22/09/2019,Hojarasca ramas,D,31,Juvenil,Juvenil interior,Juvenil 4,116,116CHRJ4,552,04:30,,39.95,40.31,39.97,0.34,40.31,Baja,04:30 a. m. a 08:30 a. m.,E,C,E,-0.843463161,0.843463161,99.15653684,-0.073933881
276,Conservado,22/09/2019,Hojarasca ramas,D,31,Juvenil,Juvenil interior,Juvenil 4,116,116CHRJ4,552,08:30,,39.97,40.31,39.93,0.38,40.31,Alta,08:30 a. m. a 10:30 a. m.,F,D,F,-0.942694121,0.942694121,99.05730588,-0.025629201
277,Conservado,22/09/2019,Hojarasca ramas,D,31,Juvenil,Juvenil interior,Juvenil 4,116,116CHRJ4,552,10:30,,39.93,40.31,39.9,0.41,40.31,Alta,10:30 a. m. a 12:30 p. m.,G,E,G,-1.017117341,1.017117341,98.98288266,0.007371059
278,Conservado,22/09/2019,Hojarasca ramas,D,31,Juvenil,Juvenil interior,Juvenil 4,116,116CHRJ4,552,12:30,,39.9,40.31,39.87,0.44,40.31,Baja,12:30 p. m. a 03:30 p. m.,H,F,H,-1.091540561,1.091540561,98.90845944,0.038039878
280,Conservado,22/09/2019,Hojarasca ramas,D,32,Adulto,Adulto interior,Adulto 4,116,116CHRA4,552,15:30,PI,120.06,120.06,119.59,0.47,120.06,Baja,03:30 p. m. a 06:30 p. m.,A,G,A,-0.391470931,0.391470931,99.60852907,-0.407300481
281,Conservado,22/09/2019,Hojarasca ramas,D,32,Adulto,Adulto interior,Adulto 4,116,116CHRA4,552,18:30,,119.59,120.06,119.42,0.64,120.06,Alta,06:30 p. m. a 09:30 p. m.,B,H,B,-0.5330668,0.5330668,99.4669332,-0.273218365
282,Conservado,22/09/2019,Hojarasca ramas,D,32,Adulto,Adulto interior,Adulto 4,116,116CHRA4,552,21:30,,119.42,120.06,119.34,0.72,120.06,Alta,09:30 p. m. a 12:30 a. m.,C,A,C,-0.59970015,0.59970015,99.40029985,-0.222065843
283,Conservado,22/09/2019,Hojarasca ramas,D,32,Adulto,Adulto interior,Adulto 4,116,116CHRA4,552,00:30,,119.34,120.06,119.23,0.83,120.06,Baja,12:30 a. m. a 04:30 a. m.,D,B,D,-0.691321006,0.691321006,99.30867899,-0.160320247
284,Conservado,22/09/2019,Hojarasca ramas,D,32,Adulto,Adulto interior,Adulto 4,116,116CHRA4,552,04:30,,119.23,120.06,119.28,0.78,120.06,Baja,04:30 a. m. a 08:30 a. m.,E,C,E,-0.649675162,0.649675162,99.35032484,-0.187303737
285,Conservado,22/09/2019,Hojarasca ramas,D,32,Adulto,Adulto interior,Adulto 4,116,116CHRA4,552,08:30,,119.28,120.06,119.25,0.81,120.06,Alta,08:30 a. m. a 10:30 a. m.,F,D,F,-0.674662669,0.674662669,99.32533733,-0.17091332
286,Conservado,22/09/2019,Hojarasca ramas,D,32,Adulto,Adulto interior,Adulto 4,116,116CHRA4,552,10:30,,119.25,120.06,119.24,0.82,120.06,Alta,10:30 a. m. a 12:30 p. m.,G,E,G,-0.682991837,0.682991837,99.31700816,-0.165584487
287,Conservado,22/09/2019,Hojarasca ramas,D,32,Adulto,Adulto interior,Adulto 4,116,116CHRA4,552,12:30,,119.24,120.06,119.2,0.86,120.06,Baja,12:30 p. m. a 03:30 p. m.,H,F,H,-0.716308512,0.716308512,99.28369149,-0.144899888
289,Conservado,22/07/2019,Aire libre (control),E,33,Juvenil,Juvenil interior,Juvenil 1,115,115CALJ1,556,21:30,PI,36.08,36.08,36.08,0,36.08,Alta,09:30 p. m. a 12:30 a. m.,A,A,A,0,0,100,
290,Conservado,22/07/2019,Aire libre (control),E,33,Juvenil,Juvenil interior,Juvenil 1,115,115CALJ1,556,00:30,,36.08,36.08,36.02,0.06,36.08,Baja,12:30 a. m. a 04:30 a. m.,B,B,B,-0.166297118,0.166297118,99.83370288,-0.779115277
291,Conservado,22/07/2019,Aire libre (control),E,33,Juvenil,Juvenil interior,Juvenil 1,115,115CALJ1,556,04:30,,36.02,36.08,34.9,1.18,36.08,Baja,04:30 a. m. a 08:30 a. m.,C,C,C,-3.270509978,3.270509978,96.72949002,0.514615478
292,Conservado,22/07/2019,Aire libre (control),E,33,Juvenil,Juvenil interior,Juvenil 1,115,115CALJ1,556,08:30,,34.9,36.08,35.82,0.26,36.08,Alta,08:30 a. m. a 10:30 a. m.,D,D,D,-0.720620843,0.720620843,99.27937916,-0.142293181
293,Conservado,22/07/2019,Aire libre (control),E,33,Juvenil,Juvenil interior,Juvenil 1,115,115CALJ1,556,10:30,,35.82,36.08,35.69,0.39,36.08,Alta,10:30 a. m. a 12:30 p. m.,E,E,E,-1.080931264,1.080931264,98.91906874,0.033798078
294,Conservado,22/07/2019,Aire libre (control),E,33,Juvenil,Juvenil interior,Juvenil 1,115,115CALJ1,556,12:30,,35.69,36.08,35.35,0.73,36.08,Baja,12:30 p. m. a 03:30 p. m.,F,F,F,-2.023281596,2.023281596,97.9767184,0.306056331
295,Conservado,22/07/2019,Aire libre (control),E,33,Juvenil,Juvenil interior,Juvenil 1,115,115CALJ1,556,15:30,,35.35,36.08,35.14,0.94,36.08,Baja,03:30 p. m. a 06:30 p. m.,G,G,G,-2.605321508,2.605321508,97.39467849,0.415861325
296,Conservado,22/07/2019,Aire libre (control),E,33,Juvenil,Juvenil interior,Juvenil 1,115,115CALJ1,556,18:30,,35.14,36.08,36.09,-0.01,36.08,Alta,06:30 p. m. a 09:30 p. m.,H,H,H,0.027716186,-0.027716186,100.0277162,
299,Conservado,22/07/2019,Aire libre (control),E,34,Adulto,Adulto interior,Adulto 1,115,115CALA1,556,00:30,,123.07,123.07,122.58,0.49,123.07,Baja,12:30 a. m. a 04:30 a. m.,B,B,A,-0.398147396,0.398147396,99.6018526,-0.39995612
300,Conservado,22/07/2019,Aire libre (control),E,34,Adulto,Adulto interior,Adulto 1,115,115CALA1,556,04:30,,122.58,123.07,119.2,3.87,123.07,Baja,04:30 a. m. a 08:30 a. m.,C,C,B,-3.144551881,3.144551881,96.85544812,0.497558764
301,Conservado,22/07/2019,Aire libre (control),E,34,Adulto,Adulto interior,Adulto 1,115,115CALA1,556,08:30,,119.2,123.07,122.32,0.75,123.07,Alta,08:30 a. m. a 10:30 a. m.,D,D,C,-0.609409279,0.609409279,99.39059072,-0.215090937
302,Conservado,22/07/2019,Aire libre (control),E,34,Adulto,Adulto interior,Adulto 1,115,115CALA1,556,10:30,,122.32,123.07,122.5,0.57,123.07,Alta,10:30 a. m. a 12:30 p. m.,E,E,D,-0.463151052,0.463151052,99.53684895,-0.334277345
303,Conservado,22/07/2019,Aire libre (control),E,34,Adulto,Adulto interior,Adulto 1,115,115CALA1,556,12:30,,122.5,123.07,121.51,1.56,123.07,Baja,12:30 p. m. a 03:30 p. m.,F,F,E,-1.267571301,1.267571301,98.7324287,0.102972398
304,Conservado,22/07/2019,Aire libre (control),E,34,Adulto,Adulto interior,Adulto 1,115,115CALA1,556,15:30,,121.51,123.07,120.7,2.37,123.07,Baja,03:30 p. m. a 06:30 p. m.,G,G,F,-1.925733322,1.925733322,98.07426668,0.284596145
308,Conservado,22/07/2019,Aire libre (control),E,35,Juvenil,Juvenil interior,Juvenil 2,114,114CALJ2,556,00:30,,37.1,37.1,36.85,0.25,37.1,Baja,12:30 a. m. a 04:30 a. m.,B,B,A,-0.673854447,0.673854447,99.32614555,-0.171433901
309,Conservado,22/07/2019,Aire libre (control),E,35,Juvenil,Juvenil interior,Juvenil 2,114,114CALJ2,556,04:30,,36.85,37.1,36.48,0.62,37.1,Baja,04:30 a. m. a 08:30 a. m.,C,C,B,-1.67115903,1.67115903,98.32884097,0.22301778
310,Conservado,22/07/2019,Aire libre (control),E,35,Juvenil,Juvenil interior,Juvenil 2,114,114CALJ2,556,08:30,,36.48,37.1,36.66,0.44,37.1,Alta,08:30 a. m. a 10:30 a. m.,D,D,C,-1.185983827,1.185983827,98.81401617,0.074078767
311,Conservado,22/07/2019,Aire libre (control),E,35,Juvenil,Juvenil interior,Juvenil 2,114,114CALJ2,556,10:30,,36.66,37.1,36.58,0.52,37.1,Alta,10:30 a. m. a 12:30 p. m.,E,E,D,-1.401617251,1.401617251,98.59838275,0.146629434
312,Conservado,22/07/2019,Aire libre (control),E,35,Juvenil,Juvenil interior,Juvenil 2,114,114CALJ2,556,12:30,,36.58,37.1,36.2,0.9,37.1,Baja,12:30 p. m. a 03:30 p. m.,F,F,E,-2.425876011,2.425876011,97.57412399,0.3848686
313,Conservado,22/07/2019,Aire libre (control),E,35,Juvenil,Juvenil interior,Juvenil 2,114,114CALJ2,556,15:30,,36.2,37.1,35.9,1.2,37.1,Baja,03:30 p. m. a 06:30 p. m.,G,G,F,-3.234501348,3.234501348,96.76549865,0.509807336
314,Conservado,22/07/2019,Aire libre (control),E,35,Juvenil,Juvenil interior,Juvenil 2,114,114CALJ2,556,18:30,,35.9,37.1,36.98,0.12,37.1,Alta,06:30 p. m. a 09:30 p. m.,H,H,G,-0.323450135,0.323450135,99.67654987,-0.490192663
317,Conservado,22/07/2019,Aire libre (control),E,36,Adulto,Adulto interior,Adulto 2,114,114CALA2,556,00:30,,115.55,115.55,115.04,0.51,115.55,Baja,12:30 a. m. a 04:30 a. m.,B,B,A,-0.441367373,0.441367373,99.55863263,-0.355199774
318,Conservado,22/07/2019,Aire libre (control),E,36,Adulto,Adulto interior,Adulto 2,114,114CALA2,556,04:30,,115.04,115.55,113.82,1.73,115.55,Baja,04:30 a. m. a 08:30 a. m.,C,C,B,-1.497187365,1.497187365,98.50281264,0.175276153
319,Conservado,22/07/2019,Aire libre (control),E,36,Adulto,Adulto interior,Adulto 2,114,114CALA2,556,08:30,,113.82,115.55,114.6,0.95,115.55,Alta,08:30 a. m. a 10:30 a. m.,D,D,C,-0.822154911,0.822154911,99.17784509,-0.085046345
320,Conservado,22/07/2019,Aire libre (control),E,36,Adulto,Adulto interior,Adulto 2,114,114CALA2,556,10:30,,114.6,115.55,114.57,0.98,115.55,Alta,10:30 a. m. a 12:30 p. m.,E,E,D,-0.848117698,0.848117698,99.1518823,-0.071543874
321,Conservado,22/07/2019,Aire libre (control),E,36,Adulto,Adulto interior,Adulto 2,114,114CALA2,556,12:30,,114.57,115.55,113.59,1.96,115.55,Baja,12:30 p. m. a 03:30 p. m.,F,F,E,-1.696235396,1.696235396,98.3037646,0.229486122
322,Conservado,22/07/2019,Aire libre (control),E,36,Adulto,Adulto interior,Adulto 2,114,114CALA2,556,15:30,,113.59,115.55,112.77,2.78,115.55,Baja,03:30 p. m. a 06:30 p. m.,G,G,F,-2.405884898,2.405884898,97.5941151,0.381274846
323,Conservado,22/07/2019,Aire libre (control),E,36,Adulto,Adulto interior,Adulto 2,114,114CALA2,556,18:30,,112.77,115.55,114.99,0.56,115.55,Alta,06:30 p. m. a 09:30 p. m.,H,H,G,-0.484638685,0.484638685,99.51536132,-0.314581922
325,Conservado,22/09/2019,Aire libre (control),E,37,Juvenil,Juvenil interior,Juvenil 3,111,111CALJ3,558,15:30,PI,40.5,40.5,39.93,0.57,40.5,Baja,03:30 p. m. a 06:30 p. m.,A,G,A,-1.407407407,1.407407407,98.59259259,0.148419832
326,Conservado,22/09/2019,Aire libre (control),E,37,Juvenil,Juvenil interior,Juvenil 3,111,111CALJ3,558,18:30,,39.93,40.5,39.82,0.68,40.5,Alta,06:30 p. m. a 09:30 p. m.,B,H,B,-1.679012346,1.679012346,98.32098765,0.22505389
327,Conservado,22/09/2019,Aire libre (control),E,37,Juvenil,Juvenil interior,Juvenil 3,111,111CALJ3,558,21:30,,39.82,40.5,39.73,0.77,40.5,Alta,09:30 p. m. a 12:30 a. m.,C,A,C,-1.901234568,1.901234568,98.09876543,0.279035702
328,Conservado,22/09/2019,Aire libre (control),E,37,Juvenil,Juvenil interior,Juvenil 3,111,111CALJ3,558,00:30,,39.73,40.5,39.65,0.85,40.5,Baja,12:30 a. m. a 04:30 a. m.,D,B,D,-2.098765432,2.098765432,97.90123457,0.321963902
329,Conservado,22/09/2019,Aire libre (control),E,37,Juvenil,Juvenil interior,Juvenil 3,111,111CALJ3,558,04:30,,39.65,40.5,39.46,1.04,40.5,Baja,04:30 a. m. a 08:30 a. m.,E,C,E,-2.567901235,2.567901235,97.43209877,0.409578316
330,Conservado,22/09/2019,Aire libre (control),E,37,Juvenil,Juvenil interior,Juvenil 3,111,111CALJ3,558,08:30,,39.46,40.5,39.37,1.13,40.5,Alta,08:30 a. m. a 10:30 a. m.,F,D,F,-2.790123457,2.790123457,97.20987654,0.44562342
331,Conservado,22/09/2019,Aire libre (control),E,37,Juvenil,Juvenil interior,Juvenil 3,111,111CALJ3,558,10:30,,39.37,40.5,39.19,1.31,40.5,Alta,10:30 a. m. a 12:30 p. m.,G,E,G,-3.234567901,3.234567901,96.7654321,0.509816272
332,Conservado,22/09/2019,Aire libre (control),E,37,Juvenil,Juvenil interior,Juvenil 3,111,111CALJ3,558,12:30,,39.19,40.5,39.01,1.49,40.5,Baja,12:30 p. m. a 03:30 p. m.,H,F,H,-3.679012346,3.679012346,96.32098765,0.565731245
334,Conservado,22/09/2019,Aire libre (control),E,38,Adulto,Adulto interior,Adulto 3,111,111CALA3,558,15:30,PI,124.49,124.49,123.74,0.75,124.49,Baja,03:30 p. m. a 06:30 p. m.,A,G,A,-0.602458029,0.602458029,99.39754197,-0.220073203
335,Conservado,22/09/2019,Aire libre (control),E,38,Adulto,Adulto interior,Adulto 3,111,111CALA3,558,18:30,,123.74,124.49,123.5,0.99,124.49,Alta,06:30 p. m. a 09:30 p. m.,B,H,B,-0.795244598,0.795244598,99.2047554,-0.099499272
336,Conservado,22/09/2019,Aire libre (control),E,38,Adulto,Adulto interior,Adulto 3,111,111CALA3,558,21:30,,123.5,124.49,123.19,1.3,124.49,Alta,09:30 p. m. a 12:30 a. m.,C,A,C,-1.044260583,1.044260583,98.95573942,0.018808885
337,Conservado,22/09/2019,Aire libre (control),E,38,Adulto,Adulto interior,Adulto 3,111,111CALA3,558,00:30,,123.19,124.49,122.91,1.58,124.49,Baja,12:30 a. m. a 04:30 a. m.,D,B,D,-1.269178247,1.269178247,98.73082175,0.10352262
338,Conservado,22/09/2019,Aire libre (control),E,38,Adulto,Adulto interior,Adulto 3,111,111CALA3,558,04:30,,122.91,124.49,122.17,2.32,124.49,Baja,04:30 a. m. a 08:30 a. m.,E,C,E,-1.863603502,1.863603502,98.1363965,0.270353518
339,Conservado,22/09/2019,Aire libre (control),E,38,Adulto,Adulto interior,Adulto 3,111,111CALA3,558,08:30,,122.17,124.49,121.99,2.5,124.49,Alta,08:30 a. m. a 10:30 a. m.,F,D,F,-2.008193429,2.008193429,97.99180657,0.302805542
340,Conservado,22/09/2019,Aire libre (control),E,38,Adulto,Adulto interior,Adulto 3,111,111CALA3,558,10:30,,121.99,124.49,121.74,2.75,124.49,Alta,10:30 a. m. a 12:30 p. m.,G,E,G,-2.209012772,2.209012772,97.79098723,0.344198227
341,Conservado,22/09/2019,Aire libre (control),E,38,Adulto,Adulto interior,Adulto 3,111,111CALA3,558,12:30,,121.74,124.49,121.46,3.03,124.49,Baja,12:30 p. m. a 03:30 p. m.,H,F,H,-2.433930436,2.433930436,97.56606956,0.386308162
343,Conservado,22/09/2019,Aire libre (control),E,39,Juvenil,Juvenil interior,Juvenil 4,118,118CALJ4,553,15:30,PI,39.92,39.92,39.77,0.15,39.92,Baja,03:30 p. m. a 06:30 p. m.,A,G,A,-0.375751503,0.375751503,99.6242485,-0.425099274
344,Conservado,22/09/2019,Aire libre (control),E,39,Juvenil,Juvenil interior,Juvenil 4,118,118CALJ4,553,18:30,,39.77,39.92,39.45,0.47,39.92,Alta,06:30 p. m. a 09:30 p. m.,B,H,B,-1.177354709,1.177354709,98.82264529,0.070907325
345,Conservado,22/09/2019,Aire libre (control),E,39,Juvenil,Juvenil interior,Juvenil 4,118,118CALJ4,553,21:30,,39.45,39.92,39.4,0.52,39.92,Alta,09:30 p. m. a 12:30 a. m.,C,A,C,-1.30260521,1.30260521,98.69739479,0.114812811
346,Conservado,22/09/2019,Aire libre (control),E,39,Juvenil,Juvenil interior,Juvenil 4,118,118CALJ4,553,00:30,,39.4,39.92,39.4,0.52,39.92,Baja,12:30 a. m. a 04:30 a. m.,D,B,D,-1.30260521,1.30260521,98.69739479,0.114812811
347,Conservado,22/09/2019,Aire libre (control),E,39,Juvenil,Juvenil interior,Juvenil 4,118,118CALJ4,553,04:30,,39.4,39.92,39.35,0.57,39.92,Baja,04:30 a. m. a 08:30 a. m.,E,C,E,-1.427855711,1.427855711,98.57214429,0.154684323
348,Conservado,22/09/2019,Aire libre (control),E,39,Juvenil,Juvenil interior,Juvenil 4,118,118CALJ4,553,08:30,,39.35,39.92,39.09,0.83,39.92,Alta,08:30 a. m. a 10:30 a. m.,F,D,F,-2.079158317,2.079158317,97.92084168,0.31788756
349,Conservado,22/09/2019,Aire libre (control),E,39,Juvenil,Juvenil interior,Juvenil 4,118,118CALJ4,553,10:30,,39.09,39.92,38.95,0.97,39.92,Alta,10:30 a. m. a 12:30 p. m.,G,E,G,-2.429859719,2.429859719,97.57014028,0.385581202
350,Conservado,22/09/2019,Aire libre (control),E,39,Juvenil,Juvenil interior,Juvenil 4,118,118CALJ4,553,12:30,,38.95,39.92,38.82,1.1,39.92,Baja,12:30 p. m. a 03:30 p. m.,H,F,H,-2.755511022,2.755511022,97.24448898,0.440202153
352,Conservado,22/09/2019,Aire libre (control),E,40,Adulto,Adulto interior,Adulto 4,118,118CALA4,553,15:30,PI,127.53,127.53,126.97,0.56,127.53,Baja,03:30 p. m. a 06:30 p. m.,A,G,A,-0.439112366,0.439112366,99.56088763,-0.357424332
353,Conservado,22/09/2019,Aire libre (control),E,40,Adulto,Adulto interior,Adulto 4,118,118CALA4,553,18:30,,126.97,127.53,126.62,0.91,127.53,Alta,06:30 p. m. a 09:30 p. m.,B,H,B,-0.713557594,0.713557594,99.28644241,-0.146570968
354,Conservado,22/09/2019,Aire libre (control),E,40,Adulto,Adulto interior,Adulto 4,118,118CALA4,553,21:30,,126.62,127.53,126.49,1.04,127.53,Alta,09:30 p. m. a 12:30 a. m.,C,A,C,-0.815494393,0.815494393,99.18450561,-0.088579021
355,Conservado,22/09/2019,Aire libre (control),E,40,Adulto,Adulto interior,Adulto 4,118,118CALA4,553,00:30,,126.49,127.53,126.51,1.02,127.53,Baja,12:30 a. m. a 04:30 a. m.,D,B,D,-0.799811809,0.799811809,99.20018819,-0.097012188
356,Conservado,22/09/2019,Aire libre (control),E,40,Adulto,Adulto interior,Adulto 4,118,118CALA4,553,04:30,,126.51,127.53,125.45,2.08,127.53,Baja,04:30 a. m. a 08:30 a. m.,E,C,E,-1.630988787,1.630988787,98.36901121,0.212450975
