id,posicion,tank,tratamiento,poza,pool,puesta,clutch,repeticion,estadio,lcu,lco,lt,peso,fecha,medicion,medicion2,semana,dm,muerto,vivo
31,22,V,TEMP-2,20,C,3,C,4,36,10.66,15.3,25.34,0.26,12/03/2023,3,D,2,,0,1
29,22,V,TEMP-2,20,C,3,C,4,34,9.82,13.85,23.51,0.22,08/03/2023,2,C,1,,0,1
30,22,V,TEMP-2,20,C,3,C,4,33,10.14,13.92,23.37,0.19,08/03/2023,2,C,1,,0,1
32,22,V,TEMP-2,20,C,3,C,4,33,8.89,13.49,22.99,0.18,08/03/2023,2,C,1,,0,1
29,22,V,TEMP-2,20,C,3,C,4,29,6.84,10.14,22.95,0.1,04/03/2023,1,B,1,,0,1
31,22,V,TEMP-2,20,C,3,C,4,33,9.71,12.7,21.71,0.16,08/03/2023,2,C,1,,0,1
32,22,V,TEMP-2,20,C,3,C,4,31,7.97,10.7,19.91,0.12,04/03/2023,1,B,1,,0,1
30,22,V,TEMP-2,20,C,3,C,4,29,7.07,10.82,19.04,0.1,04/03/2023,1,B,1,,0,1
31,22,V,TEMP-2,20,C,3,C,4,29,7.02,10.55,18.4,0.09,04/03/2023,1,B,1,,0,1
29,22,V,TEMP-2,20,C,3,C,4,27,6.13,9.03,15.96,0.05,28/02/2023,0,A,0,,0,1
30,22,V,TEMP-2,20,C,3,C,4,27,5.17,7.78,14.97,0.04,28/02/2023,0,A,0,,0,1
32,22,V,TEMP-2,20,C,3,C,4,27,5.77,9.18,14.89,0.04,28/02/2023,0,A,0,,0,1
31,22,V,TEMP-2,20,C,3,C,4,27,5.82,8.54,14.64,0.04,28/02/2023,0,A,0,,0,1
32,22,V,TEMP-2,20,C,3,C,4,39,,,,,20/03/2023,5,F,,,1,0
32,22,V,TEMP-2,20,C,3,C,4,,,,,,24/03/2023,6,G,,,1,
135,23,W,TEMP-2,11,B,2,B,2,40,13.34,21.3,34.09,0.32,20/03/2023,5,F,3,22,0,1
136,23,W,TEMP-2,11,B,2,B,2,40,11.26,14.38,26.83,0.37,20/03/2023,5,F,3,22,0,1
134,23,W,TEMP-2,11,B,2,B,2,40,12.08,20.66,33.56,0.33,20/03/2023,5,F,3,21,0,1
133,23,W,TEMP-2,11,B,2,B,2,39,10.68,20.29,31.7,0.31,16/03/2023,4,E,2,20,0,1
134,23,W,TEMP-2,11,B,2,B,2,37,11.25,20.64,32.68,0.34,16/03/2023,4,E,2,,0,1
136,23,W,TEMP-2,11,B,2,B,2,37,10.91,20.49,31.79,0.32,16/03/2023,4,E,2,,0,1
135,23,W,TEMP-2,11,B,2,B,2,38,11.08,18.37,29.7,0.3,16/03/2023,4,E,2,,0,1
133,23,W,TEMP-2,11,B,2,B,2,36,10.36,18.38,29.31,0.25,12/03/2023,3,D,2,,0,1
136,23,W,TEMP-2,11,B,2,B,2,36,10.11,17.25,28.25,0.24,12/03/2023,3,D,2,,0,1
134,23,W,TEMP-2,11,B,2,B,2,35,10.54,17.81,28.09,0.25,12/03/2023,3,D,2,,0,1
135,23,W,TEMP-2,11,B,2,B,2,36,10.14,16.23,26.51,0.22,12/03/2023,3,D,2,,0,1
133,23,W,TEMP-2,11,B,2,B,2,33,9.77,15.46,24.93,0.15,08/03/2023,2,C,1,,0,1
136,23,W,TEMP-2,11,B,2,B,2,33,9.72,15.68,24.27,0.14,08/03/2023,2,C,1,,0,1
135,23,W,TEMP-2,11,B,2,B,2,33,9.15,14.78,23.45,0.15,08/03/2023,2,C,1,,0,1
134,23,W,TEMP-2,11,B,2,B,2,32,9.16,13.21,22.38,0.14,08/03/2023,2,C,1,,0,1
135,23,W,TEMP-2,11,B,2,B,2,29,7.41,12.49,20.19,0.08,04/03/2023,1,B,1,,0,1
133,23,W,TEMP-2,11,B,2,B,2,30,7.59,11.4,19.02,0.08,04/03/2023,1,B,1,,0,1
136,23,W,TEMP-2,11,B,2,B,2,29,7.01,10.99,18.55,0.07,04/03/2023,1,B,1,,0,1
134,23,W,TEMP-2,11,B,2,B,2,29,7.32,11.33,18.12,0.07,04/03/2023,1,B,1,,0,1
136,23,W,TEMP-2,11,B,2,B,2,27,5.82,9.07,15.63,0.03,28/02/2023,0,A,0,,0,1
134,23,W,TEMP-2,11,B,2,B,2,27,5.54,9.92,15.52,0.03,28/02/2023,0,A,0,,0,1
133,23,W,TEMP-2,11,B,2,B,2,27,5.84,8.98,15.46,0.03,28/02/2023,0,A,0,,0,1
135,23,W,TEMP-2,11,B,2,B,2,27,5.01,8.51,13.6,0.04,28/02/2023,0,A,0,,0,1
91,24,X,TEMP-3,9,A,1,A,3,41,12.01,16.71,29.34,0.3,16/03/2023,4,E,2,17,0,1
90,24,X,TEMP-3,9,A,1,A,3,41,12.32,16.52,30.81,0.31,16/03/2023,4,E,2,17,0,1
89,24,X,TEMP-3,9,A,1,A,3,38,10.9,17.07,27.73,0.27,12/03/2023,3,D,2,14,0,1
90,24,X,TEMP-3,9,A,1,A,3,38,10.35,17.43,28.47,0.33,12/03/2023,3,D,2,,0,1
91,24,X,TEMP-3,9,A,1,A,3,37,11.68,16.97,28.62,0.35,12/03/2023,3,D,2,,0,1
91,24,X,TEMP-3,9,A,1,A,3,35,11.4,16.02,26.72,0.25,08/03/2023,2,C,1,,0,1
90,24,X,TEMP-3,9,A,1,A,3,34,11.68,15.87,25.55,0.21,08/03/2023,2,C,1,,0,1
92,24,X,TEMP-3,9,A,1,A,3,37,11.13,15.78,27.71,0.32,12/03/2023,3,D,2,,0,1
89,24,X,TEMP-3,9,A,1,A,3,35,11.2,15.16,27.01,0.19,08/03/2023,2,C,1,,0,1
92,24,X,TEMP-3,9,A,1,A,3,35,9.92,14.41,24.69,0.23,08/03/2023,2,C,1,,0,1
90,24,X,TEMP-3,9,A,1,A,3,32,8.69,11.29,20.51,0.12,04/03/2023,1,B,1,,0,1
92,24,X,TEMP-3,9,A,1,A,3,31,7.87,11.02,19.7,0.09,04/03/2023,1,B,1,,0,1
89,24,X,TEMP-3,9,A,1,A,3,31,8.15,11.01,19.62,0.1,04/03/2023,1,B,1,,0,1
91,24,X,TEMP-3,9,A,1,A,3,31,7.92,10.23,18.72,0.1,04/03/2023,1,B,1,,0,1
91,24,X,TEMP-3,9,A,1,A,3,27,6.12,9.25,15.26,0.04,28/02/2023,0,A,0,,0,1
90,24,X,TEMP-3,9,A,1,A,3,27,5.07,8.6,14.32,0.03,28/02/2023,0,A,0,,0,1
89,24,X,TEMP-3,9,A,1,A,3,27,5.87,8.57,14.18,0.04,28/02/2023,0,A,0,,0,1
92,24,X,TEMP-3,9,A,1,A,3,27,6.21,7.87,13.6,0.04,28/02/2023,0,A,0,,0,1
92,24,X,TEMP-3,9,A,1,A,3,41,,,,,16/03/2023,4,E,,,1,0
110,25,Y,TEMP-1,11,B,2,B,3,41,10.75,19.4,30.85,0.28,01/04/2023,8,I,4,36,0,1
111,25,Y,TEMP-1,11,B,2,B,3,41,11.8,18.99,30.49,0.31,01/04/2023,8,I,4,36,0,1
109,25,Y,TEMP-1,11,B,2,B,3,41,11.54,18.03,30.19,0.35,01/04/2023,8,I,4,36,0,1
112,25,Y,TEMP-1,11,B,2,B,3,40,11.45,19.72,30.85,0.34,28/03/2023,7,H,4,,0,1
111,25,Y,TEMP-1,11,B,2,B,3,40,12.06,19.67,31.53,0.39,28/03/2023,7,H,4,,0,1
109,25,Y,TEMP-1,11,B,2,B,3,40,11.27,19.36,30.46,0.32,28/03/2023,7,H,4,,0,1
110,25,Y,TEMP-1,11,B,2,B,3,37,10.66,18.93,28.77,0.27,24/03/2023,6,G,3,,0,1
109,25,Y,TEMP-1,11,B,2,B,3,37,10.89,18.64,29.59,0.32,24/03/2023,6,G,3,,0,1
112,25,Y,TEMP-1,11,B,2,B,3,37,11.5,18.5,29.25,0.33,24/03/2023,6,G,3,,0,1
110,25,Y,TEMP-1,11,B,2,B,3,40,12.08,18.42,30.68,0.35,28/03/2023,7,H,4,,0,1
111,25,Y,TEMP-1,11,B,2,B,3,37,11.83,18.1,30.21,0.38,24/03/2023,6,G,3,,0,1
110,25,Y,TEMP-1,11,B,2,B,3,35,10.67,17.22,27.79,0.3,20/03/2023,5,F,3,,0,1
112,25,Y,TEMP-1,11,B,2,B,3,36,10.56,16.94,27.92,0.26,20/03/2023,5,F,3,,0,1
109,25,Y,TEMP-1,11,B,2,B,3,36,9.74,16.77,27.58,0.23,20/03/2023,5,F,3,,0,1
111,25,Y,TEMP-1,11,B,2,B,3,36,10.3,16.56,27.06,0.29,20/03/2023,5,F,3,,0,1
109,25,Y,TEMP-1,11,B,2,B,3,34,9.18,16.04,25.14,0.19,16/03/2023,4,E,2,,0,1
110,25,Y,TEMP-1,11,B,2,B,3,34,9.18,15.58,24.51,0.17,16/03/2023,4,E,2,,0,1
111,25,Y,TEMP-1,11,B,2,B,3,33,8.89,14.8,23.4,0.17,12/03/2023,3,D,2,,0,1
112,25,Y,TEMP-1,11,B,2,B,3,33,8.94,14.47,24.03,0.18,12/03/2023,3,D,2,,0,1
111,25,Y,TEMP-1,11,B,2,B,3,34,10.7,14.31,24.22,0.22,16/03/2023,4,E,2,,0,1
112,25,Y,TEMP-1,11,B,2,B,3,34,10.47,14.28,24.22,0.21,16/03/2023,4,E,2,,0,1
109,25,Y,TEMP-1,11,B,2,B,3,33,8.72,14.19,23.64,0.16,12/03/2023,3,D,2,,0,1
110,25,Y,TEMP-1,11,B,2,B,3,33,9,13.76,22.52,0.17,12/03/2023,3,D,2,,0,1
111,25,Y,TEMP-1,11,B,2,B,3,30,8.26,12.67,21.06,0.13,08/03/2023,2,C,1,,0,1
110,25,Y,TEMP-1,11,B,2,B,3,30,8.27,12.41,20.88,0.13,08/03/2023,2,C,1,,0,1
112,25,Y,TEMP-1,11,B,2,B,3,30,7.82,12.29,20.38,0.11,08/03/2023,2,C,1,,0,1
109,25,Y,TEMP-1,11,B,2,B,3,30,8.53,11.02,19.25,0.12,08/03/2023,2,C,1,,0,1
111,25,Y,TEMP-1,11,B,2,B,3,28,6.19,9.93,16.83,0.06,04/03/2023,1,B,1,,0,1
110,25,Y,TEMP-1,11,B,2,B,3,27,6.13,9.22,15.14,0.04,28/02/2023,0,A,0,,0,1
112,25,Y,TEMP-1,11,B,2,B,3,27,6.02,9.21,15.9,0.05,04/03/2023,1,B,1,,0,1
109,25,Y,TEMP-1,11,B,2,B,3,28,6.73,9.15,16.49,0.05,04/03/2023,1,B,1,,0,1
110,25,Y,TEMP-1,11,B,2,B,3,28,6.49,8.91,15.96,0.06,04/03/2023,1,B,1,,0,1
112,25,Y,TEMP-1,11,B,2,B,3,27,5.17,8.81,14.38,0.03,28/02/2023,0,A,0,,0,1
111,25,Y,TEMP-1,11,B,2,B,3,27,5.71,8.14,14.12,0.03,28/02/2023,0,A,0,,0,1
109,25,Y,TEMP-1,11,B,2,B,3,27,5.4,7.93,13.71,0.03,28/02/2023,0,A,0,,0,1
112,25,Y,TEMP-1,11,B,2,B,3,41,,,,,01/04/2023,8,I,,,1,0
70,26,Z,TEMP-1,20,C,3,C,3,41,12.09,20.89,33.81,0.36,01/04/2023,8,I,4,38,0,1
72,26,Z,TEMP-1,20,C,3,C,3,40,11.66,19.97,31.29,0.36,28/03/2023,7,H,4,36,0,1
71,26,Z,TEMP-1,20,C,3,C,3,41,11.77,19.22,31.45,0.36,01/04/2023,8,I,4,36,0,1
69,26,Z,TEMP-1,20,C,3,C,3,40,12.7,21.86,34.34,0.45,01/04/2023,8,I,4,27,0,1
70,26,Z,TEMP-1,20,C,3,C,3,39,12.28,21.2,33,0.4,28/03/2023,7,H,4,,0,1
71,26,Z,TEMP-1,20,C,3,C,3,40,12.77,20.95,33.72,0.44,28/03/2023,7,H,4,,0,1
70,26,Z,TEMP-1,20,C,3,C,3,37,12.31,20.5,31.8,0.38,24/03/2023,6,G,3,,0,1
71,26,Z,TEMP-1,20,C,3,C,3,36,11.86,19.69,31.7,0.32,20/03/2023,5,F,3,,0,1
69,26,Z,TEMP-1,20,C,3,C,3,37,11.35,19.66,30.93,0.33,24/03/2023,6,G,3,,0,1
72,26,Z,TEMP-1,20,C,3,C,3,37,10.57,19.21,29.85,0.31,24/03/2023,6,G,3,,0,1
71,26,Z,TEMP-1,20,C,3,C,3,38,11.3,19.13,30.49,0.34,24/03/2023,6,G,3,,0,1
69,26,Z,TEMP-1,20,C,3,C,3,36,11.13,18.59,29.04,0.27,20/03/2023,5,F,3,,0,1
72,26,Z,TEMP-1,20,C,3,C,3,36,10.89,18.39,30.31,0.27,20/03/2023,5,F,3,,0,1
70,26,Z,TEMP-1,20,C,3,C,3,36,11.09,18.29,29.62,0.29,20/03/2023,5,F,3,,0,1
71,26,Z,TEMP-1,20,C,3,C,3,34,11.26,17.74,28.37,0.28,16/03/2023,4,E,2,,0,1
69,26,Z,TEMP-1,20,C,3,C,3,35,11.06,17.31,27.54,0.29,16/03/2023,4,E,2,,0,1
72,26,Z,TEMP-1,20,C,3,C,3,34,10.33,17.22,27.37,0.24,16/03/2023,4,E,2,,0,1
70,26,Z,TEMP-1,20,C,3,C,3,34,9.53,17.02,26.62,0.22,16/03/2023,4,E,2,,0,1
71,26,Z,TEMP-1,20,C,3,C,3,33,9.47,15.44,24.65,0.21,12/03/2023,3,D,2,,0,1
72,26,Z,TEMP-1,20,C,3,C,3,33,8.19,14.83,23.56,0.15,12/03/2023,3,D,2,,0,1
69,26,Z,TEMP-1,20,C,3,C,3,33,8.7,14.02,23.66,0.18,12/03/2023,3,D,2,,0,1
69,26,Z,TEMP-1,20,C,3,C,3,30,9.53,14.01,23.47,0.17,08/03/2023,2,C,1,,0,1
70,26,Z,TEMP-1,20,C,3,C,3,33,8.99,13.87,22.31,0.15,12/03/2023,3,D,2,,0,1
72,26,Z,TEMP-1,20,C,3,C,3,30,8.7,12.87,21.64,0.13,08/03/2023,2,C,1,,0,1
70,26,Z,TEMP-1,20,C,3,C,3,30,8.51,12.51,20.97,0.12,08/03/2023,2,C,1,,0,1
71,26,Z,TEMP-1,20,C,3,C,3,31,8.54,12.41,21.33,0.12,08/03/2023,2,C,1,,0,1
71,26,Z,TEMP-1,20,C,3,C,3,29,7.43,10.94,18.38,0.09,04/03/2023,1,B,1,,0,1
72,26,Z,TEMP-1,20,C,3,C,3,28,6.7,10.7,16.74,0.07,04/03/2023,1,B,1,,0,1
70,26,Z,TEMP-1,20,C,3,C,3,28,6.96,10.4,16.95,0.06,04/03/2023,1,B,1,,0,1
69,26,Z,TEMP-1,20,C,3,C,3,28,6.75,10.27,16.99,0.06,04/03/2023,1,B,1,,0,1
70,26,Z,TEMP-1,20,C,3,C,3,27,5.61,9.17,14.84,0.04,28/02/2023,0,A,0,,0,1
71,26,Z,TEMP-1,20,C,3,C,3,27,6.38,8.92,15.65,0.05,28/02/2023,0,A,0,,0,1
72,26,Z,TEMP-1,20,C,3,C,3,27,6.03,8.73,14.7,0.04,28/02/2023,0,A,0,,0,1
69,26,Z,TEMP-1,20,C,3,C,3,27,5.63,8.55,14.19,0.04,28/02/2023,0,A,0,,0,1
17,27,AA,TEMP-1,9,A,1,A,3,40,12.05,16.97,29.63,0.38,01/04/2023,8,I,4,38,0,1
18,27,AA,TEMP-1,9,A,1,A,3,41,11.39,20.7,32.38,0.37,01/04/2023,8,I,4,36,0,1
19,27,AA,TEMP-1,9,A,1,A,3,41,12.5,22.31,34.48,0.48,01/04/2023,8,I,4,35,0,1
20,27,AA,TEMP-1,9,A,1,A,3,40,13.01,20.8,33.37,0.4,28/03/2023,7,H,4,32,0,1
19,27,AA,TEMP-1,9,A,1,A,3,40,13.16,21.45,33.55,0.36,28/03/2023,7,H,4,,0,1
18,27,AA,TEMP-1,9,A,1,A,3,40,13.23,20.93,34.63,0.5,28/03/2023,7,H,4,,0,1
20,27,AA,TEMP-1,9,A,1,A,3,35,12.37,20.41,32.85,0.37,20/03/2023,5,F,3,,0,1
20,27,AA,TEMP-1,9,A,1,A,3,37,12.58,20.31,33.23,0.43,24/03/2023,6,G,3,,0,1
